129,0.85226
131,0.84799
134,0.85442
131,0.85703
129,0.83249
129,0.83392
132,0.82653
130,0.82179
131,0.83296
134,0.84051
126,0.84445
130,0.83895
129,0.83978
133,0.84574
130,0.85655
128,0.84069
100,0.80081
128,0.84067
129,0.83978
129,0.85408
130,0.8462
131,0.85231
128,0.836
131,0.86086
130,0.86255
129,0.84226
132,0.86383
128,0.85781
129,0.84969
129,0.83675
133,0.86232
131,0.84404
130,0.85827
129,0.84582
129,0.83702
134,0.84212
129,0.84457
127,0.83551
132,0.84269
131,0.85106
130,0.83546
128,0.8388
128,0.84409
130,0.84772
131,0.86854
129,0.8174
131,0.85153
130,0.8543
128,0.87357
127,0.84764
135,0.86224
136,0.85811
130,0.834
130,0.84116
129,0.82744
131,0.83745
130,0.84689
133,0.85518
129,0.83347
128,0.83368
130,0.84852
130,0.86335
133,0.86528
129,0.82583
127,0.84827
128,0.84523
132,0.84364
130,0.84277
133,0.84666
131,0.84112
131,0.83556
130,0.82755
135,0.85262
130,0.86721
128,0.83401
132,0.83248
127,0.82409
127,0.83334
132,0.85118
128,0.85832
128,0.83954
130,0.84962
126,0.82661
130,0.83626
131,0.85784
129,0.83324
128,0.84638
131,0.85397
130,0.84737
129,0.84566
132,0.85591
131,0.84291
129,0.8512
126,0.83182
128,0.84425
130,0.85882
128,0.82275
128,0.83383
130,0.84632
126,0.8444
