816, 0.9389655, 0.004678766
819, 0.9382759, 0.00355534
826, 0.9331034, 0.00453202
847, 0.9431034, 0.003526557
848, 0.9348276, 0.004783401
851, 0.947931, 0.003500311
855, 0.9468966, 0.003546798
862, 0.9462069, 0.003929787
864, 0.9468966, 0.004204254
869, 0.9493103, 0.00416278
870, 0.9437931, 0.003745462
872, 0.9468966, 0.003746434
873, 0.9513793, 0.003805877
877, 0.9531034, 0.004238744
878, 0.9562069, 0.003420366
895, 0.9558621, 0.00359167
897, 0.9534483, 0.003979186
898, 0.9486207, 0.004106437
901, 0.9565517, 0.003791504
902, 0.9568966, 0.003526557
907, 0.9531034, 0.003449683
909, 0.9527586, 0.003545772
910, 0.9531034, 0.003654628
913, 0.9527586, 0.003646984
914, 0.9537931, 0.003498578
915, 0.9475862, 0.003516565
916, 0.9555172, 0.003818608
917, 0.96, 0.003171128
919, 0.9527586, 0.003996225
921, 0.957931, 0.00359167
922, 0.9617241, 0.003126818
923, 0.95, 0.003948576
925, 0.9531034, 0.003519324
926, 0.9489655, 0.003846152
928, 0.9593103, 0.003258687
931, 0.9551724, 0.004514853
932, 0.96, 0.003829713
937, 0.9627586, 0.002929275
939, 0.9551724, 0.003815747
943, 0.9634483, 0.003101493
944, 0.9613793, 0.003704748
946, 0.9596552, 0.004168606
947, 0.9613793, 0.003927317
949, 0.9624138, 0.002859265
953, 0.9641379, 0.003614569
954, 0.9527586, 0.003996225
955, 0.9610345, 0.003613562
956, 0.9582759, 0.003521048
957, 0.9586207, 0.004541648
961, 0.9596552, 0.003835095
963, 0.9634483, 0.003574061
965, 0.9603448, 0.003823688
970, 0.9693103, 0.003008155
971, 0.962069, 0.0036533
972, 0.9582759, 0.003451441
974, 0.9641379, 0.002690936
975, 0.9582759, 0.003040251
976, 0.9575862, 0.003004926
978, 0.97, 0.003068851
979, 0.9617241, 0.003315165
980, 0.9617241, 0.003423202
982, 0.9662069, 0.003446868
985, 0.96, 0.00335699
1001, 0.9648276, 0.003750318
1017, 0.9706897, 0.002618263
1019, 0.9634483, 0.003101493
1024, 0.9693103, 0.003203486
1026, 0.9672414, 0.00270936
1036, 0.9717241, 0.002945796
1048, 0.97, 0.002821676
