801,0.9511024
805,0.9515482
852,0.9627518
858,0.9678783
848,0.956941
809,0.9543867
853,0.9526807
846,0.9544542
843,0.9550952
872,0.9587928
848,0.9626578
795,0.9537639
871,0.9535193
812,0.9619952
813,0.9603916
849,0.9611711
810,0.9557048
821,0.9536627
798,0.9524169
823,0.9542289
762,0.9544229
762,0.9540072
821,0.957859
808,0.9516205
762,0.9501542
866,0.9569506
808,0.9530181
803,0.9604024
857,0.9506506
854,0.9559928
808,0.9593205
839,0.9610048
851,0.9583157
842,0.9520687
764,0.9501566
767,0.9523494
792,0.9511301
854,0.9574386
859,0.9580831
812,0.9549337
807,0.9576217
846,0.9599627
792,0.9558735
856,0.9563133
806,0.9576265
837,0.9553361
789,0.9564831
840,0.9577566
756,0.9539494
809,0.9562651
847,0.9535675
845,0.9513386
870,0.9627976
813,0.9540157
846,0.9607747
763,0.954588
852,0.9608349
814,0.954641
810,0.9552916
798,0.954888
857,0.9540675
810,0.9507048
808,0.9505048
801,0.9549446
891,0.9598614
796,0.9503651
808,0.956759
857,0.9624554
796,0.9519771
764,0.9542554
799,0.955088
856,0.952794
805,0.9537422
847,0.9600157
864,0.958112
849,0.9529361
814,0.9537506
865,0.9627988
860,0.9557084
846,0.9573193
807,0.9504554
837,0.9566157
851,0.956688
838,0.9549325
752,0.950994
866,0.9606386
896,0.9631289
797,0.9533084
861,0.9565012
804,0.9509843
793,0.9539145
744,0.9556446
809,0.9528651
848,0.9679759
818,0.9577795
835,0.955
845,0.9547735
801,0.9519325
804,0.9579108
848,0.9625988
