181, 0.892, 0.1046666
186, 0.884, 0.0933722
194, 0.864, 0.1241461
195, 0.912, 0.08722479
196, 0.906, 0.08429782
197, 0.888, 0.09822922
198, 0.892, 0.08998866
199, 0.884, 0.1113186
200, 0.912, 0.07989789
201, 0.924, 0.09380832
202, 0.924, 0.07969329
203, 0.872, 0.101096
204, 0.916, 0.08889342
205, 0.912, 0.08953394
206, 0.934, 0.07982123
207, 0.91, 0.09313146
208, 0.91, 0.1035098
216, 0.928, 0.08339725
217, 0.922, 0.0840068
218, 0.938, 0.0725343
219, 0.93, 0.07071068
220, 0.924, 0.09806287
221, 0.916, 0.07655863
222, 0.92, 0.08329931
223, 0.946, 0.06131218
224, 0.926, 0.08033095
225, 0.91, 0.07071068
226, 0.924, 0.06869037
227, 0.924, 0.07708993
228, 0.92, 0.08806306
229, 0.914, 0.09899495
230, 0.934, 0.08715457
231, 0.914, 0.08573809
