244, 0.865, 0.08054871
247, 0.865, 0.08730339
249, 0.8666667, 0.09373819
250, 0.8783333, 0.1013095
254, 0.8666667, 0.08584646
259, 0.8833333, 0.07338588
271, 0.9, 0.08417938
272, 0.91, 0.08390957
273, 0.9016667, 0.07470653
274, 0.895, 0.08040783
275, 0.895, 0.07680186
276, 0.8766667, 0.08786972
277, 0.88, 0.08444832
278, 0.9033333, 0.08806306
279, 0.9, 0.08247861
280, 0.9066667, 0.06658158
281, 0.8916667, 0.08788585
282, 0.8566667, 0.09227534
283, 0.885, 0.09801025
284, 0.875, 0.09105392
285, 0.88, 0.08444832
286, 0.8816667, 0.07160692
287, 0.8883333, 0.08520018
288, 0.8883333, 0.09005226
289, 0.8833333, 0.08748178
290, 0.8933333, 0.08754655
291, 0.885, 0.08399398
292, 0.91, 0.08220322
305, 0.89, 0.08819171
307, 0.915, 0.07432615
310, 0.895, 0.1088619
311, 0.9016667, 0.07081082
312, 0.9366667, 0.05724198
313, 0.9016667, 0.08697812
314, 0.9, 0.08908708
315, 0.9066667, 0.07461162
316, 0.915, 0.07620908
318, 0.9083333, 0.08290707
320, 0.9183333, 0.07984182
332, 0.9233333, 0.07499055
338, 0.9116667, 0.07417345
343, 0.9166667, 0.07896726
