181, 0.852, 0.101499
186, 0.884, 0.08417668
194, 0.888, 0.09822922
195, 0.874, 0.09435063
196, 0.884, 0.08656719
197, 0.888, 0.0824126
198, 0.888, 0.0824126
199, 0.902, 0.08204031
200, 0.898, 0.09997959
201, 0.884, 0.07655863
202, 0.928, 0.08091316
203, 0.912, 0.07730142
204, 0.912, 0.07730142
205, 0.908, 0.07239348
206, 0.92, 0.07824608
207, 0.912, 0.08485281
208, 0.898, 0.09581019
216, 0.888, 0.09612916
217, 0.916, 0.07384485
218, 0.914, 0.08083745
219, 0.912, 0.09178502
220, 0.916, 0.08889342
221, 0.908, 0.08533248
222, 0.914, 0.08332381
223, 0.948, 0.07886956
224, 0.89, 0.09741558
225, 0.91, 0.08630747
226, 0.92, 0.08329931
227, 0.908, 0.0944155
228, 0.926, 0.07774894
229, 0.926, 0.07507819
230, 0.916, 0.07384485
231, 0.932, 0.07938539
