512, 0.932, 0.008829963
545, 0.9453333, 0.00866405
551, 0.94, 0.009184429
554, 0.9413333, 0.009454989
557, 0.9213333, 0.008870957
558, 0.9306667, 0.00912697
562, 0.9413333, 0.007769934
563, 0.9346667, 0.008409044
571, 0.9426667, 0.006601038
573, 0.944, 0.008594677
574, 0.9546667, 0.007954519
577, 0.9453333, 0.00801133
579, 0.9413333, 0.008653575
580, 0.9346667, 0.007965914
581, 0.9373333, 0.009601587
583, 0.9413333, 0.008653575
585, 0.9466667, 0.008518354
588, 0.9466667, 0.008934125
589, 0.948, 0.007920237
590, 0.936, 0.00784429
592, 0.948, 0.007920237
593, 0.9373333, 0.006975175
595, 0.94, 0.007678341
596, 0.9493333, 0.007981839
597, 0.9453333, 0.00801133
599, 0.9506667, 0.006545844
600, 0.9333333, 0.007619048
602, 0.9533333, 0.00791107
605, 0.9626667, 0.006363159
607, 0.9346667, 0.00961669
611, 0.9466667, 0.008728716
613, 0.9506667, 0.008038456
614, 0.9506667, 0.006817345
615, 0.9413333, 0.008860726
616, 0.952, 0.006878274
617, 0.9506667, 0.007809524
620, 0.944, 0.007218017
621, 0.9666667, 0.007438333
623, 0.9493333, 0.009047118
624, 0.9653333, 0.005789975
627, 0.952, 0.006035421
628, 0.9573333, 0.006804027
631, 0.9533333, 0.007438333
632, 0.9493333, 0.009245456
635, 0.956, 0.007525618
637, 0.952, 0.006035421
640, 0.956, 0.006490181
642, 0.9533333, 0.006666667
644, 0.9493333, 0.007513555
649, 0.956, 0.007525618
650, 0.9466667, 0.008728716
651, 0.9613333, 0.006622986
652, 0.9586667, 0.005990166
655, 0.9546667, 0.006718168
658, 0.9653333, 0.006663945
660, 0.9573333, 0.006531973
661, 0.964, 0.006655773
663, 0.968, 0.006930821
666, 0.956, 0.007525618
668, 0.9613333, 0.006622986
669, 0.964, 0.006655773
670, 0.9626667, 0.006642132
671, 0.9586667, 0.008278596
685, 0.9693333, 0.006655773
687, 0.968, 0.005789975
689, 0.9613333, 0.007149838
692, 0.9626667, 0.006071382
693, 0.968, 0.006095238
699, 0.9573333, 0.008027165
700, 0.9773333, 0.00525452
711, 0.9653333, 0.006095238
717, 0.9786667, 0.00444263
736, 0.9626667, 0.005764856
