514,0.9419267
531,0.93366
447,0.92712
447,0.9136867
516,0.9172733
451,0.9203
490,0.91398
504,0.9223933
504,0.9327933
506,0.90446
449,0.9067067
462,0.9170867
454,0.9020067
446,0.90518
399,0.9006267
514,0.9120867
460,0.9031
465,0.90302
515,0.91412
507,0.9181867
508,0.9307867
491,0.91098
446,0.9013
503,0.9221867
486,0.90964
447,0.9144467
510,0.9126267
505,0.9246867
469,0.9061
448,0.9065467
522,0.9070533
490,0.9244267
531,0.9254467
450,0.90532
507,0.93448
536,0.91312
461,0.9041467
510,0.9277467
459,0.9127067
502,0.9207667
506,0.9441467
413,0.9030467
510,0.9162867
526,0.92932
460,0.9099267
450,0.9090733
462,0.9260933
444,0.9116533
497,0.9199267
462,0.9213067
472,0.9082667
439,0.9172267
500,0.9156267
460,0.9067267
462,0.9079467
504,0.9336333
500,0.91406
409,0.91108
441,0.9116
511,0.9446867
497,0.9133333
500,0.9185733
488,0.9050933
497,0.91154
462,0.9051467
383,0.9050533
450,0.9158267
467,0.9174733
434,0.9104333
512,0.9021867
464,0.9104467
450,0.9121
518,0.91332
502,0.9149933
389,0.9087933
454,0.9189467
448,0.91622
445,0.9086933
542,0.94908
442,0.91202
506,0.92602
439,0.9055667
527,0.94722
443,0.9056667
456,0.91232
405,0.9037667
455,0.91494
463,0.90146
459,0.91112
502,0.9175533
448,0.91298
458,0.9128867
449,0.9071133
451,0.9139333
489,0.90876
516,0.9266933
489,0.92206
496,0.9120667
464,0.9138733
496,0.91724
