591,0.900912
587,0.9049253
653,0.9233
586,0.9020843
596,0.9090928
590,0.9011976
644,0.9169048
593,0.9067458
595,0.906553
588,0.9084904
580,0.9101675
601,0.909241
590,0.906988
589,0.9094253
584,0.9133759
582,0.9025916
654,0.9266398
585,0.9091217
595,0.9022855
654,0.9284639
588,0.9142964
648,0.9291518
658,0.9149867
595,0.9102699
652,0.9318687
647,0.9250108
648,0.9217578
589,0.9123614
584,0.9004024
602,0.907406
602,0.9098301
655,0.915341
646,0.9197518
586,0.9024795
598,0.9090084
593,0.9077855
595,0.9099012
589,0.9047506
588,0.9021627
595,0.9143482
588,0.9046084
603,0.9136458
650,0.9172325
595,0.9060446
594,0.907106
591,0.9070361
665,0.9157614
594,0.9107639
589,0.9028096
594,0.9080614
596,0.9061976
594,0.9018795
592,0.9161349
652,0.9236446
594,0.9044
585,0.9081542
588,0.9149518
586,0.9039084
596,0.9101735
654,0.9290386
596,0.9016
588,0.9090795
595,0.9096036
581,0.9019855
588,0.9032976
595,0.9009169
574,0.9042313
585,0.9104807
598,0.9204952
579,0.9009783
585,0.9044434
653,0.9158193
583,0.902712
597,0.9043169
592,0.9034928
594,0.9128084
647,0.9192313
588,0.9031301
583,0.9118916
594,0.9137566
598,0.9007133
593,0.9047892
589,0.9069361
655,0.9155373
586,0.9031325
586,0.904953
586,0.909159
596,0.9144988
581,0.9117711
588,0.9121434
586,0.9022265
590,0.9082976
588,0.9094639
660,0.9218687
601,0.9114036
588,0.9058614
581,0.9108446
591,0.9043446
581,0.9099361
593,0.9074699
